family,feature_set,logistic_c,minimum_local_rows,local_weight,fallback_rate,months,calls,hits,accuracy,monthly_mean,monthly_median,monthly_std,up_calls,down_calls,hits_vs_baseline
fixed_shrinkage,wide12,0.03,48,0.3,0.13319415448851774,60,900,568,0.6311111111111111,0.6311111111111113,0.7,0.2936789609043191,900,0,-11
fixed_shrinkage,wide12,0.03,48,0.4,0.13319415448851774,60,900,568,0.6311111111111111,0.6311111111111113,0.6666666666666666,0.28719480102378425,900,0,-11
fixed_shrinkage,wide12,0.03,48,0.5,0.13319415448851774,60,900,567,0.63,0.6300000000000001,0.7,0.28718387188556815,900,0,-12
pure_local,wide12,0.03,60,1.0,0.20542797494780793,60,900,570,0.6333333333333333,0.6333333333333332,0.7,0.27976314975767486,900,0,-9
fixed_shrinkage,wide12,0.03,60,0.1,0.20542797494780793,60,900,571,0.6344444444444445,0.6344444444444444,0.6666666666666666,0.2952203471281124,900,0,-8
fixed_shrinkage,wide12,0.03,60,0.2,0.20542797494780793,60,900,568,0.6311111111111111,0.6311111111111111,0.6666666666666666,0.29265114990889857,900,0,-11
fixed_shrinkage,wide12,0.03,60,0.3,0.20542797494780793,60,900,569,0.6322222222222222,0.6322222222222222,0.7,0.29214233475127055,900,0,-10
fixed_shrinkage,wide12,0.03,60,0.4,0.20542797494780793,60,900,569,0.6322222222222222,0.6322222222222222,0.7333333333333333,0.2853594334825185,900,0,-10
fixed_shrinkage,wide12,0.03,60,0.5,0.20542797494780793,60,900,571,0.6344444444444445,0.6344444444444445,0.7333333333333333,0.2858869086629954,900,0,-8
pure_local,wide12,0.1,36,1.0,0.07724425887265135,60,900,557,0.6188888888888889,0.6188888888888887,0.6666666666666666,0.2753095615424764,900,0,-22
fixed_shrinkage,wide12,0.1,36,0.1,0.07724425887265135,60,900,569,0.6322222222222222,0.6322222222222222,0.6666666666666666,0.2959848488682708,900,0,-10
fixed_shrinkage,wide12,0.1,36,0.2,0.07724425887265135,60,900,570,0.6333333333333333,0.6333333333333333,0.7,0.2939438946171092,900,0,-9
fixed_shrinkage,wide12,0.1,36,0.3,0.07724425887265135,60,900,573,0.6366666666666667,0.6366666666666666,0.7,0.2900548685024891,900,0,-6
fixed_shrinkage,wide12,0.1,36,0.4,0.07724425887265135,60,900,569,0.6322222222222222,0.6322222222222222,0.7333333333333333,0.2866763016819036,900,0,-10
fixed_shrinkage,wide12,0.1,36,0.5,0.07724425887265135,60,900,566,0.6288888888888889,0.6288888888888889,0.7333333333333333,0.2829403500428321,900,0,-13
pure_local,wide12,0.1,48,1.0,0.13319415448851774,60,900,556,0.6177777777777778,0.6177777777777778,0.6666666666666666,0.27797130734794495,900,0,-23
fixed_shrinkage,wide12,0.1,48,0.1,0.13319415448851774,60,900,569,0.6322222222222222,0.6322222222222222,0.6666666666666666,0.2959848488682708,900,0,-10
fixed_shrinkage,wide12,0.1,48,0.2,0.13319415448851774,60,900,569,0.6322222222222222,0.6322222222222221,0.7,0.293171929571648,900,0,-10
fixed_shrinkage,wide12,0.1,48,0.3,0.13319415448851774,60,900,571,0.6344444444444445,0.6344444444444444,0.7,0.28824860233533434,900,0,-8
fixed_shrinkage,wide12,0.1,48,0.4,0.13319415448851774,60,900,570,0.6333333333333333,0.6333333333333333,0.7333333333333333,0.2869411378183768,900,0,-9
fixed_shrinkage,wide12,0.1,48,0.5,0.13319415448851774,60,900,566,0.6288888888888889,0.6288888888888889,0.7333333333333333,0.2850622997732955,900,0,-13
pure_local,wide12,0.1,60,1.0,0.20542797494780793,60,900,561,0.6233333333333333,0.6233333333333332,0.6666666666666666,0.27877185590721143,900,0,-18
fixed_shrinkage,wide12,0.1,60,0.1,0.20542797494780793,60,900,569,0.6322222222222222,0.6322222222222222,0.6666666666666666,0.2959848488682708,900,0,-10
fixed_shrinkage,wide12,0.1,60,0.2,0.20542797494780793,60,900,570,0.6333333333333333,0.6333333333333333,0.7,0.2929170132440829,900,0,-9
fixed_shrinkage,wide12,0.1,60,0.3,0.20542797494780793,60,900,570,0.6333333333333333,0.6333333333333333,0.7,0.28903371713726506,900,0,-9
fixed_shrinkage,wide12,0.1,60,0.4,0.20542797494780793,60,900,570,0.6333333333333333,0.6333333333333333,0.7333333333333333,0.28536163331857495,900,0,-9
fixed_shrinkage,wide12,0.1,60,0.5,0.20542797494780793,60,900,565,0.6277777777777778,0.6277777777777779,0.7333333333333333,0.2818533407864668,900,0,-14
pure_local,wide12,0.25,36,1.0,0.07724425887265135,60,900,554,0.6155555555555555,0.6155555555555554,0.6666666666666666,0.27013748795380327,900,0,-25
fixed_shrinkage,wide12,0.25,36,0.1,0.07724425887265135,60,900,569,0.6322222222222222,0.6322222222222222,0.6666666666666666,0.2959848488682708,900,0,-10
fixed_shrinkage,wide12,0.25,36,0.2,0.07724425887265135,60,900,568,0.6311111111111111,0.631111111111111,0.7,0.29393535209557653,900,0,-11
fixed_shrinkage,wide12,0.25,36,0.3,0.07724425887265135,60,900,570,0.6333333333333333,0.6333333333333333,0.7333333333333333,0.2869411378183768,900,0,-9
fixed_shrinkage,wide12,0.25,36,0.4,0.07724425887265135,60,900,568,0.6311111111111111,0.6311111111111111,0.7333333333333333,0.28561669932416617,900,0,-11
fixed_shrinkage,wide12,0.25,36,0.5,0.07724425887265135,60,900,567,0.63,0.6300000000000001,0.7333333333333333,0.27974295438367514,900,0,-12
pure_local,wide12,0.25,48,1.0,0.13319415448851774,60,900,557,0.6188888888888889,0.6188888888888887,0.6666666666666666,0.26922268428773055,900,0,-22
fixed_shrinkage,wide12,0.25,48,0.1,0.13319415448851774,60,900,569,0.6322222222222222,0.6322222222222222,0.6666666666666666,0.2959848488682708,900,0,-10
fixed_shrinkage,wide12,0.25,48,0.2,0.13319415448851774,60,900,567,0.63,0.63,0.7,0.29289772483378224,900,0,-12
fixed_shrinkage,wide12,0.25,48,0.3,0.13319415448851774,60,900,568,0.6311111111111111,0.631111111111111,0.7,0.28798060895869526,900,0,-11
fixed_shrinkage,wide12,0.25,48,0.4,0.13319415448851774,60,900,569,0.6322222222222222,0.6322222222222222,0.7333333333333333,0.28824860233533434,900,0,-10
fixed_shrinkage,wide12,0.25,48,0.5,0.13319415448851774,60,900,566,0.6288888888888889,0.6288888888888889,0.7333333333333333,0.2824073713891696,900,0,-13
pure_local,wide12,0.25,60,1.0,0.20542797494780793,60,900,561,0.6233333333333333,0.6233333333333332,0.6666666666666666,0.27248594013383787,900,0,-18
fixed_shrinkage,wide12,0.25,60,0.1,0.20542797494780793,60,900,569,0.6322222222222222,0.6322222222222222,0.6666666666666666,0.2959848488682708,900,0,-10
fixed_shrinkage,wide12,0.25,60,0.2,0.20542797494780793,60,900,569,0.6322222222222222,0.6322222222222221,0.7,0.2918843685780611,900,0,-10
fixed_shrinkage,wide12,0.25,60,0.3,0.20542797494780793,60,900,567,0.63,0.63,0.7333333333333333,0.2918671627264124,900,0,-12
fixed_shrinkage,wide12,0.25,60,0.4,0.20542797494780793,60,900,569,0.6322222222222222,0.6322222222222222,0.7333333333333333,0.2879871483496507,900,0,-10
fixed_shrinkage,wide12,0.25,60,0.5,0.20542797494780793,60,900,565,0.6277777777777778,0.6277777777777779,0.7333333333333333,0.28292038146328746,900,0,-14
interaction,,0.01,0,,,60,900,570,0.6333333333333333,0.6333333333333333,0.7,0.2890337171372651,900,0,-9
interaction,,0.05,0,,,60,900,565,0.6277777777777778,0.6277777777777778,0.6666666666666666,0.2881963305136478,900,0,-14
interaction,,0.1,0,,,60,900,563,0.6255555555555555,0.6255555555555556,0.6666666666666666,0.28393035581886983,900,0,-16
interaction,,0.25,0,,,60,900,559,0.6211111111111111,0.6211111111111111,0.6666666666666666,0.28720135830708354,900,0,-20
