period,origin_position,baseline_calls,candidate_calls,overlap_count,overlap_pct,added,removed
tuning,169,15,15,15,1.0,,
tuning,170,15,15,13,0.8666666666666667,"X28,X29","X31,X48"
tuning,171,15,15,12,0.8,"X26,X29,X33","X28,X31,X48"
tuning,172,15,15,14,0.9333333333333333,X33,X2
tuning,173,15,15,13,0.8666666666666667,"X27,X29","X47,X48"
tuning,174,15,15,13,0.8666666666666667,"X2,X29","X24,X31"
tuning,175,15,15,14,0.9333333333333333,X2,X31
tuning,176,15,15,13,0.8666666666666667,"X33,X34","X26,X31"
tuning,177,15,15,14,0.9333333333333333,X26,X31
tuning,178,15,15,14,0.9333333333333333,X29,X31
tuning,179,15,15,15,1.0,,
validation,180,15,15,14,0.9333333333333333,X34,X40
validation,181,15,15,15,1.0,,
validation,182,15,15,15,1.0,,
validation,183,15,15,15,1.0,,
validation,184,15,15,15,1.0,,
validation,185,15,15,14,0.9333333333333333,X27,X31
validation,186,15,15,14,0.9333333333333333,X34,X43
validation,187,15,15,13,0.8666666666666667,"X35,X9","X31,X43"
validation,188,15,15,14,0.9333333333333333,X11,X43
validation,189,15,15,14,0.9333333333333333,X28,X43
validation,190,15,15,14,0.9333333333333333,X11,X43
validation,191,15,15,14,0.9333333333333333,X11,X24
validation,192,15,15,13,0.8666666666666667,"X36,X9","X24,X35"
validation,193,15,15,14,0.9333333333333333,X11,X43
validation,194,15,15,12,0.8,"X11,X26,X32","X33,X35,X42"
validation,195,15,15,14,0.9333333333333333,X25,X31
validation,196,15,15,13,0.8666666666666667,"X11,X22","X31,X34"
validation,197,15,15,14,0.9333333333333333,X22,X43
validation,198,15,15,14,0.9333333333333333,X27,X43
validation,199,15,15,14,0.9333333333333333,X33,X31
validation,200,15,15,15,1.0,,
validation,201,15,15,14,0.9333333333333333,X36,X43
validation,202,15,15,15,1.0,,
validation,203,15,15,13,0.8666666666666667,"X29,X9","X40,X43"
validation,204,15,15,15,1.0,,
validation,205,15,15,14,0.9333333333333333,X36,X43
validation,206,15,15,13,0.8666666666666667,"X27,X36","X31,X43"
validation,207,15,15,14,0.9333333333333333,X9,X43
validation,208,15,15,15,1.0,,
validation,209,15,15,14,0.9333333333333333,X34,X43
validation,210,15,15,14,0.9333333333333333,X36,X43
validation,211,15,15,15,1.0,,
validation,212,15,15,13,0.8666666666666667,"X22,X37","X31,X43"
validation,213,15,15,12,0.8,"X22,X27,X37","X28,X33,X43"
validation,214,15,15,13,0.8666666666666667,"X22,X36","X33,X8"
validation,215,15,15,13,0.8666666666666667,"X27,X37","X43,X8"
validation,216,15,15,14,0.9333333333333333,X27,X43
validation,217,15,15,13,0.8666666666666667,"X35,X36","X16,X24"
validation,218,15,15,14,0.9333333333333333,X36,X24
validation,219,15,15,13,0.8666666666666667,"X27,X36","X24,X43"
confirmation,220,15,15,13,0.8666666666666667,"X27,X36","X37,X43"
confirmation,221,15,15,12,0.8,"X22,X34,X36","X38,X40,X43"
confirmation,222,15,15,12,0.8,"X22,X26,X36","X38,X40,X43"
confirmation,223,15,15,14,0.9333333333333333,X22,X43
confirmation,224,15,15,15,1.0,,
confirmation,225,15,15,13,0.8666666666666667,"X26,X8","X16,X43"
confirmation,226,15,15,14,0.9333333333333333,X26,X28
confirmation,227,15,15,13,0.8666666666666667,"X29,X36","X35,X43"
confirmation,228,15,15,14,0.9333333333333333,X36,X29
confirmation,229,15,15,14,0.9333333333333333,X22,X43
confirmation,230,15,15,15,1.0,,
confirmation,231,15,15,14,0.9333333333333333,X22,X28
confirmation,232,15,15,13,0.8666666666666667,"X22,X36","X28,X43"
confirmation,233,15,15,14,0.9333333333333333,X22,X8
confirmation,234,15,15,14,0.9333333333333333,X36,X8
confirmation,235,15,15,13,0.8666666666666667,"X22,X29","X28,X8"
confirmation,236,15,15,14,0.9333333333333333,X36,X22
confirmation,237,15,15,14,0.9333333333333333,X29,X28
confirmation,238,15,15,14,0.9333333333333333,X34,X43
confirmation,239,15,15,14,0.9333333333333333,X34,X8
confirmation,240,15,15,14,0.9333333333333333,X22,X24
confirmation,241,15,15,14,0.9333333333333333,X22,X28
confirmation,242,15,15,13,0.8666666666666667,"X2,X36","X28,X37"
confirmation,243,15,15,14,0.9333333333333333,X26,X35
confirmation,244,15,15,14,0.9333333333333333,X36,X22
confirmation,245,15,15,14,0.9333333333333333,X22,X24
confirmation,246,15,15,14,0.9333333333333333,X2,X23
confirmation,247,15,15,13,0.8666666666666667,"X2,X25","X23,X24"
confirmation,248,15,15,12,0.8,"X34,X35,X36","X23,X28,X3"
confirmation,249,15,15,14,0.9333333333333333,X23,X24
confirmation,250,15,15,14,0.9333333333333333,X36,X24
confirmation,251,15,15,14,0.9333333333333333,X37,X3
confirmation,252,15,15,13,0.8666666666666667,"X13,X37","X23,X28"
confirmation,253,15,15,13,0.8666666666666667,"X13,X37","X24,X25"
confirmation,254,15,15,11,0.7333333333333333,"X12,X13,X2,X37","X24,X35,X38,X40"
confirmation,255,15,15,12,0.8,"X25,X29,X36","X24,X38,X40"
confirmation,256,15,15,13,0.8666666666666667,"X29,X36","X28,X40"
confirmation,257,15,15,14,0.9333333333333333,X29,X40
confirmation,258,15,15,13,0.8666666666666667,"X30,X31","X25,X28"
confirmation,259,15,15,13,0.8666666666666667,"X12,X13","X25,X40"
confirmation,260,15,15,11,0.7333333333333333,"X1,X2,X30,X33","X24,X28,X3,X38"
confirmation,261,15,15,12,0.8,"X2,X29,X36","X24,X3,X38"
confirmation,262,15,15,13,0.8666666666666667,"X29,X30","X3,X38"
confirmation,263,15,15,13,0.8666666666666667,"X2,X33","X24,X25"
confirmation,264,15,15,13,0.8666666666666667,"X1,X30","X24,X38"
confirmation,265,15,15,14,0.9333333333333333,X30,X25
confirmation,266,15,15,13,0.8666666666666667,"X29,X34","X38,X9"
